scale_factor,config_id,engine,threads,ratio_mode,cpu_ratio,gpu_ratio,request_index,status,result_hash,query_total_ms,cpu_scan_ms,gpu_kernel_ms,h2d_ms,d2h_ms,overlap_wall_ms,input_lineitem_rows,matched_lineitem_rows,cpu_input_rows,gpu_input_rows,h2d_bytes,d2h_bytes,mapped_remote_read_bytes,throughput_rows_per_second,selected_cpu_ratio
1,hybrid-fixed-r0125-t08,hybrid-arrow,8,fixed,0.125,0.875,8,ok,542abf4003633c7c,1.157895,0.947814,1.0362880229949951,0.0,0.018912000581622124,0.8675659999999998,6001215,7243,750152,5251063,0,212,0,5182866322.075836,0.125
1,hybrid-fixed-r0125-t08,hybrid-arrow,8,fixed,0.125,0.875,9,ok,542abf4003633c7c,1.158326,0.942647,1.0423680543899536,0.0,0.017472000792622566,0.8657730000000001,6001215,7243,750152,5251063,0,212,0,5180937836.153208,0.125
1,hybrid-fixed-r0125-t08,hybrid-arrow,8,fixed,0.125,0.875,10,ok,542abf4003633c7c,1.139378,0.914324,1.0199040174484253,0.0,0.018303999677300453,0.8344060000000002,6001215,7243,750152,5251063,0,212,0,5267097486.523349,0.125
1,hybrid-fixed-r0125-t08,hybrid-arrow,8,fixed,0.125,0.875,11,ok,542abf4003633c7c,1.16103,0.943267,1.0342400074005127,0.0,0.0180479995906353,0.8566180000000001,6001215,7243,750152,5251063,0,212,0,5168871605.384873,0.125
1,hybrid-fixed-r0125-t08,hybrid-arrow,8,fixed,0.125,0.875,12,ok,542abf4003633c7c,1.188551,0.964549,1.0321919918060303,0.0,0.023455999791622162,0.869688,6001215,7243,750152,5251063,0,212,0,5049185941.537217,0.125
1,hybrid-fixed-r0250-t08,hybrid-arrow,8,fixed,0.25,0.75,3,ok,542abf4003633c7c,1.496717,1.435877,0.8407040238380432,0.0,0.030912000685930252,0.868617,6001215,7243,1500304,4500911,0,212,0,4009585646.4515333,0.25
1,hybrid-fixed-r0250-t08,hybrid-arrow,8,fixed,0.25,0.75,4,ok,542abf4003633c7c,1.482597,1.421265,0.834559977054596,0.0,0.021088000386953354,0.8216669999999999,6001215,7243,1500304,4500911,0,212,0,4047772253.68728,0.25
1,hybrid-fixed-r0250-t08,hybrid-arrow,8,fixed,0.25,0.75,5,ok,542abf4003633c7c,1.551698,1.49137,0.8396160006523132,0.0,0.03177599981427193,0.8669549999999999,6001215,7243,1500304,4500911,0,212,0,3867514812.805069,0.25
1,hybrid-fixed-r0250-t08,hybrid-arrow,8,fixed,0.25,0.75,6,ok,542abf4003633c7c,1.535064,1.477298,0.8314880132675171,0.0,0.021183999255299568,0.8240000000000001,6001215,7243,1500304,4500911,0,212,0,3909423320.460906,0.25
1,hybrid-fixed-r0250-t08,hybrid-arrow,8,fixed,0.25,0.75,7,ok,542abf4003633c7c,1.563747,1.504489,0.8378880023956299,0.0,0.020864000543951988,0.8271049999999998,6001215,7243,1500304,4500911,0,212,0,3837714796.5751495,0.25
1,hybrid-fixed-r0250-t08,hybrid-arrow,8,fixed,0.25,0.75,8,ok,542abf4003633c7c,1.51841,1.462487,0.826367974281311,0.0,0.01881599985063076,0.8119430000000003,6001215,7243,1500304,4500911,0,212,0,3952302079.148583,0.25
1,hybrid-fixed-r0250-t08,hybrid-arrow,8,fixed,0.25,0.75,9,ok,542abf4003633c7c,1.48549,1.429347,0.8273599743843079,0.0,0.020287999883294106,0.8207549999999999,6001215,7243,1500304,4500911,0,212,0,4039889194.8111396,0.25
1,hybrid-fixed-r0250-t08,hybrid-arrow,8,fixed,0.25,0.75,10,ok,542abf4003633c7c,1.574523,1.520632,0.8273919820785522,0.0,0.018239999189972878,0.8164890000000002,6001215,7243,1500304,4500911,0,212,0,3811449562.819978,0.25
